"","ï..REF_DATE","GEO","Sex","Selected.sites.of.cancer..ICD.O.3.","Cancer incidence (age-standardized rate per 100,000 population)"
"479","2004/2006","Vancouver Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",431
"480","2004/2006","Waterloo Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",498.4
"481","2004/2006","Waterloo Wellington Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",497.2
"482","2004/2006","Wellington-Dufferin-Guelph Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",505.4
"483","2004/2006","Western Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",469.9
"484","2004/2006","York Regional Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",471
"485","2004/2006","Yukon","Both sexes","All invasive primary cancer sites (including in situ bladder)",463.2
"486","2004/2006","Zone 1 - Western, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",596.1
"487","2004/2006","Zone 1 (Moncton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",557.2
"488","2004/2006","Zone 2 - Northern, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",592
"489","2004/2006","Zone 2 (Saint John area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",610
"490","2004/2006","Zone 3 - Eastern, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",607.7
"491","2004/2006","Zone 5 (Campbellton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",514.8
"492","2004/2006","Zone 6 (Bathurst area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",606.6
"493","2005/2007","Central East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",508.6
"494","2005/2007","Central Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",484.2
"495","2005/2007","Central Vancouver Island Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",515.2
"496","2005/2007","Central West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",407.3
"497","2005/2007","Champlain Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",497.1
"498","2005/2007","Chatham-Kent Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",537.9
"499","2005/2007","City of Ottawa Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",487
"500","2005/2007","City of Toronto Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",487.7
"501","2005/2007","Cypress Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",500.5
"502","2005/2007","District of Algoma Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",540.8
"503","2005/2007","East Kootenay Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",438.1
"504","2005/2007","Five Hills Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",530.8
"505","2005/2007","Fraser East Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",520.8
"506","2005/2007","Fraser South Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",482.7
"507","2005/2007","Grey Bruce Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",502.3
"508","2005/2007","Haldimand-Norfolk Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",534.7
"509","2005/2007","Hamilton Niagara Haldimand Brant Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",549.2
"510","2005/2007","Hastings and Prince Edward Counties Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",508.5
"511","2005/2007","Huron County Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",555.6
"512","2005/2007","Kelsey Trail Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",501.2
"513","2005/2007","Kootenay-Boundary Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",502
"514","2005/2007","Labrador-Grenfell Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",452.8
"515","2005/2007","Leeds, Grenville and Lanark District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",519.8
"516","2005/2007","Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",525.3
"517","2005/2007","Niagara Regional Area Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",536.8
"518","2005/2007","North East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",541
"519","2005/2007","North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",481.5
"520","2005/2007","North Vancouver Island Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",561.8
"521","2005/2007","Northeast Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",506
"522","2005/2007","Northern Interior Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",520.4
"523","2005/2007","Northern Regional Health Authority, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",552.3
"524","2005/2007","Northwest Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",520.5
"525","2005/2007","Northwestern Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",441.4
"526","2005/2007","Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",597.7
"527","2005/2007","Nunavut","Both sexes","All invasive primary cancer sites (including in situ bladder)",694.1
"528","2005/2007","Okanagan Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",495.4
"529","2005/2007","Ontario by Local Health Integration Network","Both sexes","All invasive primary cancer sites (including in situ bladder)",511.6
"530","2005/2007","Oxford County Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",546
"531","2005/2007","Peel Regional Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",461.4
"532","2005/2007","Peer group A","Both sexes","All invasive primary cancer sites (including in situ bladder)",540.2
"533","2005/2007","Peer group A excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",536.3
"534","2005/2007","Peer group C","Both sexes","All invasive primary cancer sites (including in situ bladder)",542.5
"535","2005/2007","Peer group C excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",536.7
"536","2005/2007","Peer group D excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",525.9
"537","2005/2007","Peer group E","Both sexes","All invasive primary cancer sites (including in situ bladder)",565.5
"538","2005/2007","Peer group E excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",559.9
"539","2005/2007","Peer group F","Both sexes","All invasive primary cancer sites (including in situ bladder)",455.7
"540","2005/2007","Peer group F excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",437.3
"541","2005/2007","Peer group G excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",477.2
"542","2005/2007","Peer group H","Both sexes","All invasive primary cancer sites (including in situ bladder)",473.8
"543","2005/2007","Perth District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",511.5
"544","2005/2007","Peterborough County-City Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",530.1
"545","2005/2007","Porcupine Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",546.2
"546","2005/2007","Prairie North Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",474.4
"547","2005/2007","Prince Albert Parkland Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",490.1
"548","2005/2007","RÃ©gion de l'Estrie, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",556
"549","2005/2007","RÃ©gion de l'Outaouais, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",515.5
"550","2005/2007","RÃ©gion de la CÃ´te-Nord, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",627.1
"551","2005/2007","RÃ©gion de la Capitale-Nationale, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",563.5
"552","2005/2007","RÃ©gion de la GaspÃ©sie - ÃŽles-de-la-Madeleine, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",622.7
"553","2005/2007","RÃ©gion de LanaudiÃ¨re, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",575
"554","2005/2007","RÃ©gion de Laval, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",552.6
"555","2005/2007","RÃ©gion de MontrÃ©al, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",529.5
"556","2005/2007","RÃ©gion des Laurentides, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",582
"557","2005/2007","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",451
"558","2005/2007","RÃ©gion du Bas-Saint-Laurent, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",519.2
"559","2005/2007","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",614.5
"560","2005/2007","RÃ©gion du Nunavik, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",764.8
"561","2005/2007","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",598.8
"562","2005/2007","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",556.1
"563","2005/2007","Richmond Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",422.5
"564","2005/2007","Saskatoon Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",492.5
"565","2005/2007","South Vancouver Island Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",499.3
"566","2005/2007","South West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",540.9
"567","2005/2007","Southern Health, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",455.4
"568","2005/2007","Thunder Bay District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",600.1
"569","2005/2007","Timiskaming Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",545.2
"570","2005/2007","Toronto Central Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",484.4
"571","2005/2007","Vancouver Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",432.7
"572","2005/2007","Waterloo Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",504.3
"573","2005/2007","Wellington-Dufferin-Guelph Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",511.4
"574","2005/2007","Western Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",513.6
"575","2005/2007","Windsor-Essex County Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",526
"576","2005/2007","York Regional Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",478.7
"577","2005/2007","Yukon","Both sexes","All invasive primary cancer sites (including in situ bladder)",468
"578","2005/2007","Zone 1 - Western, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",583.6
"579","2005/2007","Zone 1 (Moncton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",581.6
"580","2005/2007","Zone 2 - Northern, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",598.7
"581","2005/2007","Zone 2 (Saint John area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",630.5
"582","2005/2007","Zone 3 - Eastern, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",609.7
"583","2005/2007","Zone 3 (Fredericton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",512.6
"584","2005/2007","Zone 4 - Central, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",601.2
"585","2005/2007","Zone 4 (Edmundston area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",567.9
"586","2005/2007","Zone 6 (Bathurst area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",597.1
"587","2005/2007","Zone 7 (Miramichi area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",583.9
"588","2006/2008","Brant County Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",561.1
"589","2006/2008","British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",489.5
"590","2006/2008","Calgary Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",506.7
"592","2006/2008","Central East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",496.7
"593","2006/2008","Central Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",481.8
"594","2006/2008","Central Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",544.2
"595","2006/2008","Central West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",413.3
"596","2006/2008","Champlain Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",491.4
"597","2006/2008","City of Ottawa Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",482.1
"598","2006/2008","District of Algoma Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",529.7
"599","2006/2008","East Kootenay Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",446.7
"600","2006/2008","Eastern Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",588
"601","2006/2008","Edmonton Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",515.6
"602","2006/2008","Erie St. Clair Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",533.1
"603","2006/2008","Fraser North Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",491.2
"604","2006/2008","Grey Bruce Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",481.2
"605","2006/2008","Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",528.6
"606","2006/2008","Hamilton Niagara Haldimand Brant Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",544.4
"607","2006/2008","Heartland Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",573.7
"608","2006/2008","Huron County Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",552.1
"609","2006/2008","Interlake-Eastern Regional Health Authority, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",536
"610","2006/2008","Kingston, Frontenac and Lennox and Addington Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",501.9
"611","2006/2008","Kootenay-Boundary Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",511
"612","2006/2008","Labrador-Grenfell Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",478.5
"613","2006/2008","Leeds, Grenville and Lanark District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",513.2
"614","2006/2008","Mamawetan/Keewatin/Athabasca, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",563.2
"615","2006/2008","New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",581.2
"616","2006/2008","Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",567.6
"617","2006/2008","North East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",531.4
"618","2006/2008","North Simcoe Muskoka Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",522.8
"619","2006/2008","North West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",516.8
"620","2006/2008","Northwestern Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",400.8
"621","2006/2008","Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",591.7
"622","2006/2008","Peel Regional Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",454.6
"623","2006/2008","Peer group A excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",536.9
"624","2006/2008","Peer group B excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",510.2
"625","2006/2008","Peer group C","Both sexes","All invasive primary cancer sites (including in situ bladder)",541.1
"626","2006/2008","Peer group C excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",532.9
"627","2006/2008","Peer group D excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",518.3
"628","2006/2008","Peer group E","Both sexes","All invasive primary cancer sites (including in situ bladder)",569.7
"629","2006/2008","Peer group E excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",565.8
"630","2006/2008","Peer group F","Both sexes","All invasive primary cancer sites (including in situ bladder)",430.9
"631","2006/2008","Peer group F excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",409.2
"632","2006/2008","Peer group G","Both sexes","All invasive primary cancer sites (including in situ bladder)",495.6
"633","2006/2008","Peer group G excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",473.5
"634","2006/2008","Peer group H","Both sexes","All invasive primary cancer sites (including in situ bladder)",471.9
"635","2006/2008","Perth District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",499.7
"636","2006/2008","Porcupine Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",530.3
"637","2006/2008","Prairie Mountain Health, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",524.1
"638","2006/2008","Prince Albert Parkland Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",490.7
"639","2006/2008","Prince Edward Island","Both sexes","All invasive primary cancer sites (including in situ bladder)",580.4
"640","2006/2008","Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",548.8
"641","2006/2008","RÃ©gion de l'Estrie, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",556.2
"642","2006/2008","RÃ©gion de la CÃ´te-Nord, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",628
"643","2006/2008","RÃ©gion de la Capitale-Nationale, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",561.6
"644","2006/2008","RÃ©gion de la ChaudiÃ¨re-Appalaches, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",535.3
"645","2006/2008","RÃ©gion de la GaspÃ©sie - ÃŽles-de-la-Madeleine, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",609.6
"646","2006/2008","RÃ©gion de la Mauricie et du Centre-du-QuÃ©bec, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",542.8
"647","2006/2008","RÃ©gion de LanaudiÃ¨re, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",582.5
"648","2006/2008","RÃ©gion de Laval, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",557.3
"649","2006/2008","RÃ©gion des Laurentides, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",571.3
"650","2006/2008","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",462.5
"651","2006/2008","RÃ©gion du Nunavik, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",750.6
"652","2006/2008","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",600.7
"653","2006/2008","Richmond Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",414.2
"654","2006/2008","Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",523.8
"655","2006/2008","South East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",511.1
"656","2006/2008","South West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",527.7
"657","2006/2008","South Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",503.2
"658","2006/2008","Southern Health, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",459.4
"659","2006/2008","Sudbury and District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",530
"660","2006/2008","Sun Country Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",517.8
"661","2006/2008","Thompson/Cariboo Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",514.1
"662","2006/2008","Thunder Bay District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",572
"663","2006/2008","Timiskaming Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",547.9
"664","2006/2008","Toronto Central Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",480.9
"665","2006/2008","Vancouver Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",440.8
"666","2006/2008","Waterloo Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",497.7
"667","2006/2008","Waterloo Wellington Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",493.7
"668","2006/2008","Western Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",558.3
"669","2006/2008","Windsor-Essex County Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",534.2
"670","2006/2008","York Regional Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",473.1
"671","2006/2008","Yukon","Both sexes","All invasive primary cancer sites (including in situ bladder)",416.9
"672","2006/2008","Zone 1 (Moncton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",587.1
"673","2006/2008","Zone 2 - Northern, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",577.6
"674","2006/2008","Zone 2 (Saint John area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",628.1
"675","2006/2008","Zone 3 (Fredericton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",512.3
"676","2006/2008","Zone 4 - Central, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",603.2
"677","2006/2008","Zone 4 (Edmundston area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",547.7
"678","2006/2008","Zone 6 (Bathurst area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",591.6
"679","2006/2008","Zone 7 (Miramichi area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",625.4
"680","2007/2009","Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",514
"682","2007/2009","Central West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",418.8
"683","2007/2009","Chatham-Kent Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",535.9
"684","2007/2009","City of Ottawa Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",483.8
"685","2007/2009","Cypress Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",540.6
"686","2007/2009","Durham Regional Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",529.1
"687","2007/2009","East Kootenay Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",464.2
"688","2007/2009","Eastern Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",592.1
"689","2007/2009","Fraser South Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",491.3
"690","2007/2009","Grey Bruce Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",495.1
"691","2007/2009","Hamilton Niagara Haldimand Brant Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",547.5
"692","2007/2009","Hastings and Prince Edward Counties Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",510.3
"693","2007/2009","Huron County Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",537.5
"694","2007/2009","Kelsey Trail Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",535.4
"695","2007/2009","Labrador-Grenfell Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",501.3
"696","2007/2009","Lambton Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",529.6
"697","2007/2009","Leeds, Grenville and Lanark District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",513.3
"698","2007/2009","Mamawetan/Keewatin/Athabasca, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",578.1
"699","2007/2009","Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",536.5
"700","2007/2009","New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",577
"701","2007/2009","Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",573.8
"702","2007/2009","Niagara Regional Area Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",526.5
"703","2007/2009","North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",490
"704","2007/2009","North Simcoe Muskoka Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",526.7
"705","2007/2009","North Vancouver Island Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",546.8
"706","2007/2009","Northeast Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",512.7
"707","2007/2009","Northern Regional Health Authority, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",573.2
"708","2007/2009","Northwest Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",545.6
"709","2007/2009","Northwest Territories","Both sexes","All invasive primary cancer sites (including in situ bladder)",553.4
"710","2007/2009","Northwestern Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",409.8
"711","2007/2009","Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",570.1
"712","2007/2009","Nunavut","Both sexes","All invasive primary cancer sites (including in situ bladder)",483.6
"713","2007/2009","Ontario by Local Health Integration Network","Both sexes","All invasive primary cancer sites (including in situ bladder)",504
"714","2007/2009","Oxford County Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",499
"715","2007/2009","Peer group A excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",537.1
"716","2007/2009","Peer group B","Both sexes","All invasive primary cancer sites (including in situ bladder)",519.7
"717","2007/2009","Peer group E excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",554.4
