"","ï..REF_DATE","GEO","Sex","All.invasive.primary.cancer.sites..including.in.situ.bladder.","Bronchus.and.lung.cancer..C34.0.C34.9.","Colon..rectum.and.rectosigmoid.junction.cancer..C18.0.C18.9..C19.9..C20.9..C26.0.","Female.breast.cancer..C50.0.C50.9.","Prostate.cancer..C61.9."
"2665","2007/2009","RÃ©gion de la GaspÃ©sie - ÃŽles-de-la-Madeleine, Quebec","Both sexes",630.6,122.7,68,NA,NA
"2666","2007/2009","RÃ©gion de la GaspÃ©sie - ÃŽles-de-la-Madeleine, Quebec","Females",556.7,85.8,56.2,148.7,NA
"2667","2007/2009","RÃ©gion de la GaspÃ©sie - ÃŽles-de-la-Madeleine, Quebec","Males",729.6,169,80.2,NA,139.5
"2668","2007/2009","RÃ©gion de la Mauricie et du Centre-du-QuÃ©bec, Quebec","Both sexes",548.3,100.1,73.1,NA,NA
"2669","2007/2009","RÃ©gion de la Mauricie et du Centre-du-QuÃ©bec, Quebec","Females",486.3,81.9,59.8,124.7,NA
"2670","2007/2009","RÃ©gion de la Mauricie et du Centre-du-QuÃ©bec, Quebec","Males",653.7,129.7,90.9,NA,128.6
"2671","2007/2009","RÃ©gion de la MontÃ©rÃ©gie, Quebec","Both sexes",546.1,91.2,70.7,NA,NA
"2672","2007/2009","RÃ©gion de la MontÃ©rÃ©gie, Quebec","Females",487.8,74.6,60,134.2,NA
"2673","2007/2009","RÃ©gion de la MontÃ©rÃ©gie, Quebec","Males",636.6,115.5,83.3,NA,135.6
"2674","2007/2009","RÃ©gion de LanaudiÃ¨re, Quebec","Both sexes",584.3,117,75.5,NA,NA
"2675","2007/2009","RÃ©gion de LanaudiÃ¨re, Quebec","Females",525.2,98.9,59.1,134.2,NA
"2676","2007/2009","RÃ©gion de LanaudiÃ¨re, Quebec","Males",671,142.4,95,NA,143.1
"2677","2007/2009","RÃ©gion de Laval, Quebec","Both sexes",547.8,86.4,76.1,NA,NA
"2678","2007/2009","RÃ©gion de Laval, Quebec","Females",497,71.7,61.2,128.7,NA
"2679","2007/2009","RÃ©gion de Laval, Quebec","Males",632.9,110.1,93.5,NA,125.1
"2680","2007/2009","RÃ©gion de MontrÃ©al, Quebec","Both sexes",531.7,85.3,66.8,NA,NA
"2681","2007/2009","RÃ©gion de MontrÃ©al, Quebec","Females",495.7,71.4,56.3,135.2,NA
"2682","2007/2009","RÃ©gion de MontrÃ©al, Quebec","Males",604.7,107.7,81.6,NA,114.7
"2683","2007/2009","RÃ©gion des Laurentides, Quebec","Both sexes",570.5,113.1,74.4,NA,NA
"2684","2007/2009","RÃ©gion des Laurentides, Quebec","Females",508,101.5,59.5,124.3,NA
"2685","2007/2009","RÃ©gion des Laurentides, Quebec","Males",664.3,132.3,91.6,NA,141.5
"2686","2007/2009","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Both sexes",447.3,58.5,52.3,NA,NA
"2687","2007/2009","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Females",455.6,65.6,52,131,NA
"2688","2007/2009","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Males",453.3,62.9,51.2,NA,65.1
"2689","2007/2009","RÃ©gion du Bas-Saint-Laurent, Quebec","Both sexes",539.7,91.1,75,NA,NA
"2690","2007/2009","RÃ©gion du Bas-Saint-Laurent, Quebec","Females",504,67.7,61.2,149.3,NA
"2691","2007/2009","RÃ©gion du Bas-Saint-Laurent, Quebec","Males",600.9,124,90.8,NA,107.4
"2692","2007/2009","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Both sexes",563.7,139,58.4,NA,NA
"2693","2007/2009","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Females",541.1,155.3,28.2,135.5,NA
"2694","2007/2009","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Males",587,121,85,NA,78.2
"2695","2007/2009","RÃ©gion du Nunavik, Quebec","Both sexes",797.1,258.5,96.7,NA,NA
"2696","2007/2009","RÃ©gion du Nunavik, Quebec","Females",891.7,333.5,99.6,107.3,NA
"2697","2007/2009","RÃ©gion du Nunavik, Quebec","Males",671.6,181,87.9,NA,290.1
"2698","2007/2009","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Both sexes",584.7,102.6,73.3,NA,NA
"2699","2007/2009","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Females",510,78.2,60.6,143.6,NA
"2700","2007/2009","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Males",698.1,139.6,89.3,NA,150.6
"2701","2007/2009","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Both sexes",542.2,73.2,60.2,NA,NA
"2702","2007/2009","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Females",474.6,69.8,47.2,124.5,NA
"2703","2007/2009","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Males",636,78.5,75.6,NA,208.6
"2704","2007/2009","Renfrew County and District Health Unit, Ontario","Both sexes",525.7,72.7,83.8,NA,NA
"2705","2007/2009","Renfrew County and District Health Unit, Ontario","Females",465.5,66.3,68.1,117.7,NA
"2706","2007/2009","Renfrew County and District Health Unit, Ontario","Males",606.3,81.7,102,NA,134.2
"2707","2007/2009","Richmond Health Service Delivery Area, British Columbia","Both sexes",419.6,55.3,58.3,NA,NA
"2708","2007/2009","Richmond Health Service Delivery Area, British Columbia","Females",382.7,51.2,49.5,114,NA
"2709","2007/2009","Richmond Health Service Delivery Area, British Columbia","Males",470.7,61.6,68.7,NA,121.8
"2710","2007/2009","Saskatchewan","Both sexes",527.7,70.5,68.5,NA,NA
"2711","2007/2009","Saskatchewan","Females",464.5,63.6,54.8,128.7,NA
"2712","2007/2009","Saskatchewan","Males",609.3,80.1,84.2,NA,179.1
"2713","2007/2009","Saskatoon Regional Health Authority, Saskatchewan","Both sexes",504.8,67.1,69.5,NA,NA
"2714","2007/2009","Saskatoon Regional Health Authority, Saskatchewan","Females",449.7,59.2,51.2,126.8,NA
"2715","2007/2009","Saskatoon Regional Health Authority, Saskatchewan","Males",580.7,78.2,91.5,NA,150.6
"2716","2007/2009","Simcoe Muskoka District Health Unit, Ontario","Both sexes",519.5,67.8,67.1,NA,NA
"2717","2007/2009","Simcoe Muskoka District Health Unit, Ontario","Females",467.1,63.9,55.5,128.6,NA
"2718","2007/2009","Simcoe Muskoka District Health Unit, Ontario","Males",589.1,73.4,80.1,NA,170.3
"2719","2007/2009","South East Health Integration Network, Ontario","Both sexes",518.6,77,67.7,NA,NA
"2720","2007/2009","South East Health Integration Network, Ontario","Females",470.6,70.1,58.1,123.4,NA
"2721","2007/2009","South East Health Integration Network, Ontario","Males",586.6,87,79.3,NA,142.5
"2722","2007/2009","South Vancouver Island Health Service Delivery Area, British Columbia","Both sexes",507.6,58.1,58.5,NA,NA
"2723","2007/2009","South Vancouver Island Health Service Delivery Area, British Columbia","Females",449,51.5,48.8,125.3,NA
"2724","2007/2009","South Vancouver Island Health Service Delivery Area, British Columbia","Males",591.3,68,70.6,NA,167.5
"2725","2007/2009","South West Health Integration Network, Ontario","Both sexes",516,63.3,66,NA,NA
"2726","2007/2009","South West Health Integration Network, Ontario","Females",460.5,56.7,54.2,121.2,NA
"2727","2007/2009","South West Health Integration Network, Ontario","Males",589,72.9,79.9,NA,175.2
"2728","2007/2009","South Zone, Alberta","Both sexes",498.6,60.3,63,NA,NA
"2729","2007/2009","South Zone, Alberta","Females",417.7,47.7,47.4,114.3,NA
"2730","2007/2009","South Zone, Alberta","Males",600.5,75.7,81.9,NA,166.2
"2731","2007/2009","Southern Health, Manitoba","Both sexes",476.5,62.8,58.8,NA,NA
"2732","2007/2009","Southern Health, Manitoba","Females",437.4,49,48.3,131.3,NA
"2733","2007/2009","Southern Health, Manitoba","Males",530.9,79.6,72,NA,124.2
"2734","2007/2009","Sudbury and District Health Unit, Ontario","Both sexes",532.5,89.1,68.5,NA,NA
"2735","2007/2009","Sudbury and District Health Unit, Ontario","Females",472.1,68.1,51.6,123.4,NA
"2736","2007/2009","Sudbury and District Health Unit, Ontario","Males",613,113.2,87.2,NA,127.5
"2737","2007/2009","Sun Country Regional Health Authority, Saskatchewan","Both sexes",526.4,68.7,74.2,NA,NA
"2738","2007/2009","Sun Country Regional Health Authority, Saskatchewan","Females",442.2,66.2,55.1,133.4,NA
"2739","2007/2009","Sun Country Regional Health Authority, Saskatchewan","Males",626,74,95.4,NA,186.4
"2740","2007/2009","Sunrise Regional Health Authority, Saskatchewan","Both sexes",566.9,68.7,67.2,NA,NA
"2741","2007/2009","Sunrise Regional Health Authority, Saskatchewan","Females",504.2,60.5,53.5,136.1,NA
"2742","2007/2009","Sunrise Regional Health Authority, Saskatchewan","Males",643.3,78.6,79.9,NA,190.5
"2743","2007/2009","Thompson/Cariboo Health Service Delivery Area, British Columbia","Both sexes",517.2,79.7,56.4,NA,NA
"2744","2007/2009","Thompson/Cariboo Health Service Delivery Area, British Columbia","Females",453.7,74.3,46.1,129.2,NA
"2745","2007/2009","Thompson/Cariboo Health Service Delivery Area, British Columbia","Males",591,87.2,66.4,NA,153.5
"2746","2007/2009","Thunder Bay District Health Unit, Ontario","Both sexes",570.2,85.8,72.6,NA,NA
"2747","2007/2009","Thunder Bay District Health Unit, Ontario","Females",507.5,75.6,61.4,136.9,NA
"2748","2007/2009","Thunder Bay District Health Unit, Ontario","Males",657.4,100.7,86.3,NA,200.4
"2749","2007/2009","Timiskaming Health Unit, Ontario","Both sexes",528.2,86.2,63.5,NA,NA
"2750","2007/2009","Timiskaming Health Unit, Ontario","Females",468.8,74.9,44.1,141.6,NA
"2751","2007/2009","Timiskaming Health Unit, Ontario","Males",611.3,96.9,89.4,NA,147.5
"2752","2007/2009","Toronto Central Health Integration Network, Ontario","Both sexes",479.2,50.6,50,NA,NA
"2753","2007/2009","Toronto Central Health Integration Network, Ontario","Females",436.4,40.9,42.7,118.4,NA
"2754","2007/2009","Toronto Central Health Integration Network, Ontario","Males",541.3,64,58.8,NA,156.1
"2755","2007/2009","Vancouver Health Service Delivery Area, British Columbia","Both sexes",444,57.8,55.2,NA,NA
"2756","2007/2009","Vancouver Health Service Delivery Area, British Columbia","Females",394.5,46.3,48,117.6,NA
"2757","2007/2009","Vancouver Health Service Delivery Area, British Columbia","Males",511.7,71.9,64.2,NA,130
"2758","2007/2009","Waterloo Health Unit, Ontario","Both sexes",494.8,58.3,65.3,NA,NA
"2759","2007/2009","Waterloo Health Unit, Ontario","Females",445.1,48.4,56.3,123.7,NA
"2760","2007/2009","Waterloo Health Unit, Ontario","Males",566.4,72.1,75.7,NA,170.1
"2761","2007/2009","Waterloo Wellington Health Integration Network, Ontario","Both sexes",493.1,57,62.7,NA,NA
"2762","2007/2009","Waterloo Wellington Health Integration Network, Ontario","Females",444.6,48.2,55.5,119.8,NA
"2763","2007/2009","Waterloo Wellington Health Integration Network, Ontario","Males",561.9,69,70.9,NA,164.8
"2764","2007/2009","Wellington-Dufferin-Guelph Health Unit, Ontario","Both sexes",502.4,54.4,56.8,NA,NA
"2765","2007/2009","Wellington-Dufferin-Guelph Health Unit, Ontario","Females",457.2,47.5,53.8,116.3,NA
"2766","2007/2009","Wellington-Dufferin-Guelph Health Unit, Ontario","Males",563.5,63,60.4,NA,160
"2767","2007/2009","Western Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes",590.2,76.8,86.6,NA,NA
"2768","2007/2009","Western Regional Integrated Health Authority, Newfoundland and Labrador","Females",449.3,52.3,60,108.4,NA
"2769","2007/2009","Western Regional Integrated Health Authority, Newfoundland and Labrador","Males",754.7,108.7,114.6,NA,246.6
"2770","2007/2009","Windsor-Essex County Health Unit, Ontario","Both sexes",541.1,70.5,63.9,NA,NA
"2771","2007/2009","Windsor-Essex County Health Unit, Ontario","Females",478,60.8,51.7,135,NA
"2772","2007/2009","Windsor-Essex County Health Unit, Ontario","Males",627.8,83.3,80,NA,206
"2773","2007/2009","Winnipeg Regional Health Authority, Manitoba","Both sexes",551.7,78.3,72.7,NA,NA
"2774","2007/2009","Winnipeg Regional Health Authority, Manitoba","Females",503.8,69.9,58.3,136.8,NA
"2775","2007/2009","Winnipeg Regional Health Authority, Manitoba","Males",628.6,92.7,90.9,NA,149.8
"2776","2007/2009","York Regional Health Unit, Ontario","Both sexes",471,46.1,60.8,NA,NA
"2777","2007/2009","York Regional Health Unit, Ontario","Females",435.6,38.1,49.2,123.9,NA
"2778","2007/2009","York Regional Health Unit, Ontario","Males",520.9,56,74.7,NA,151.9
"2779","2007/2009","Yukon","Both sexes",442.5,73.5,56.1,NA,NA
"2780","2007/2009","Yukon","Females",435.8,89.4,55.9,107.9,NA
"2781","2007/2009","Yukon","Males",450.1,59.3,56.4,NA,110.3
"2782","2007/2009","Zone 1 - Western, Nova Scotia","Both sexes",534,84.4,72.6,NA,NA
"2783","2007/2009","Zone 1 - Western, Nova Scotia","Females",442.8,66.6,58.2,112,NA
"2784","2007/2009","Zone 1 - Western, Nova Scotia","Males",643.7,105.8,89.7,NA,162.8
"2785","2007/2009","Zone 1 (Moncton area), New Brunswick","Both sexes",596,85.2,69.5,NA,NA
"2786","2007/2009","Zone 1 (Moncton area), New Brunswick","Females",499.5,67.7,53.1,151.3,NA
"2787","2007/2009","Zone 1 (Moncton area), New Brunswick","Males",720.8,108.3,91.6,NA,213.7
"2788","2007/2009","Zone 2 - Northern, Nova Scotia","Both sexes",546.5,91.3,70.9,NA,NA
"2789","2007/2009","Zone 2 - Northern, Nova Scotia","Females",482.2,81.7,57.7,124.6,NA
"2790","2007/2009","Zone 2 - Northern, Nova Scotia","Males",633,104.7,88.6,NA,159.3
"2791","2007/2009","Zone 2 (Saint John area), New Brunswick","Both sexes",608.4,101,71.6,NA,NA
"2792","2007/2009","Zone 2 (Saint John area), New Brunswick","Females",519.3,95.5,54.4,119.2,NA
"2793","2007/2009","Zone 2 (Saint John area), New Brunswick","Males",720.7,111.1,93.6,NA,223.9
"2794","2007/2009","Zone 3 - Eastern, Nova Scotia","Both sexes",584.8,94.1,88.7,NA,NA
"2795","2007/2009","Zone 3 - Eastern, Nova Scotia","Females",524.7,83.2,74.7,131.8,NA
"2796","2007/2009","Zone 3 - Eastern, Nova Scotia","Males",672.2,110.4,108,NA,165.6
"2797","2007/2009","Zone 3 (Fredericton area), New Brunswick","Both sexes",510.6,83.8,67.8,NA,NA
"2798","2007/2009","Zone 3 (Fredericton area), New Brunswick","Females",438.9,65.5,57.2,114.4,NA
"2799","2007/2009","Zone 3 (Fredericton area), New Brunswick","Males",604.2,109.5,80.1,NA,153.1
"2800","2007/2009","Zone 4 - Central, Nova Scotia","Both sexes",596.9,83.3,80.7,NA,NA
"2801","2007/2009","Zone 4 - Central, Nova Scotia","Females",515.3,72.7,66.3,138.4,NA
"2802","2007/2009","Zone 4 - Central, Nova Scotia","Males",709.2,100,99.5,NA,190.4
"2803","2007/2009","Zone 4 (Edmundston area), New Brunswick","Both sexes",556.3,92.6,62.8,NA,NA
"2804","2007/2009","Zone 4 (Edmundston area), New Brunswick","Females",429.3,71.8,36.7,123.8,NA
"2805","2007/2009","Zone 4 (Edmundston area), New Brunswick","Males",742.8,126.2,99.8,NA,246.1
"2806","2007/2009","Zone 5 (Campbellton area), New Brunswick","Both sexes",573.5,126.1,63.3,NA,NA
"2807","2007/2009","Zone 5 (Campbellton area), New Brunswick","Females",462.3,99.7,42.1,109.9,NA
"2808","2007/2009","Zone 5 (Campbellton area), New Brunswick","Males",721.9,162.4,88.8,NA,180.3
"2809","2007/2009","Zone 6 (Bathurst area), New Brunswick","Both sexes",573.1,78.7,71.4,NA,NA
"2810","2007/2009","Zone 6 (Bathurst area), New Brunswick","Females",469,38.1,57.4,117.8,NA
"2811","2007/2009","Zone 6 (Bathurst area), New Brunswick","Males",692,127.7,83.8,NA,216.5
"2812","2007/2009","Zone 7 (Miramichi area), New Brunswick","Both sexes",635,104.5,79.6,NA,NA
"2813","2007/2009","Zone 7 (Miramichi area), New Brunswick","Females",465.9,66.2,71.4,99.8,NA
"2814","2007/2009","Zone 7 (Miramichi area), New Brunswick","Males",821.3,148.6,87.7,NA,329.4
"2815","2008/2010","Alberta","Both sexes",509.8,66.6,61.5,NA,NA
"2816","2008/2010","Alberta","Females",449.8,60.1,48.8,125.5,NA
"2817","2008/2010","Alberta","Males",587.7,76,76.1,NA,164.3
"2818","2008/2010","Brant County Health Unit, Ontario","Both sexes",580.1,82.1,68.5,NA,NA
"2819","2008/2010","Brant County Health Unit, Ontario","Females",519.6,71.7,53.4,144.2,NA
"2820","2008/2010","Brant County Health Unit, Ontario","Males",665.4,97.2,86.8,NA,197.1
"2821","2008/2010","British Columbia","Both sexes",489.6,63.2,59.6,NA,NA
"2822","2008/2010","British Columbia","Females",437.7,57.9,49.3,124.9,NA
"2823","2008/2010","British Columbia","Males",555.9,70.3,71.2,NA,152
"2824","2008/2010","Calgary Zone, Alberta","Both sexes",493.7,58.1,57.9,NA,NA
"2825","2008/2010","Calgary Zone, Alberta","Females",438.9,52.8,46.4,124.2,NA
"2826","2008/2010","Calgary Zone, Alberta","Males",565.2,66.3,71,NA,159.2
"2827","2008/2010","Central East Health Integration Network, Ontario","Both sexes",511,65.6,61,NA,NA
"2828","2008/2010","Central East Health Integration Network, Ontario","Females",470.5,58.7,52.6,126.2,NA
"2829","2008/2010","Central East Health Integration Network, Ontario","Males",571.2,75.1,71.3,NA,155.5
"2830","2008/2010","Central Health Integration Network, Ontario","Both sexes",491.4,49.2,58.8,NA,NA
"2831","2008/2010","Central Health Integration Network, Ontario","Females",456.8,40.2,48.2,129.6,NA
"2832","2008/2010","Central Health Integration Network, Ontario","Males",544,60.7,71.8,NA,143.5
"2833","2008/2010","Central Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes",554.7,64.6,99.3,NA,NA
"2834","2008/2010","Central Regional Integrated Health Authority, Newfoundland and Labrador","Females",444,35.6,74.9,122.2,NA
"2835","2008/2010","Central Regional Integrated Health Authority, Newfoundland and Labrador","Males",679.2,96.3,125.4,NA,179.6
"2836","2008/2010","Central Vancouver Island Health Service Delivery Area, British Columbia","Both sexes",514.4,67,64.1,NA,NA
"2837","2008/2010","Central Vancouver Island Health Service Delivery Area, British Columbia","Females",444.3,64.7,49,123.9,NA
"2838","2008/2010","Central Vancouver Island Health Service Delivery Area, British Columbia","Males",592.2,70.1,80.1,NA,164.3
"2839","2008/2010","Central West Health Integration Network, Ontario","Both sexes",430.2,43.5,47.9,NA,NA
"2840","2008/2010","Central West Health Integration Network, Ontario","Females",382.6,34.1,40.7,110,NA
"2841","2008/2010","Central West Health Integration Network, Ontario","Males",493,55.6,56.2,NA,150.4
"2842","2008/2010","Central Zone, Alberta","Both sexes",524.9,70.6,67,NA,NA
"2843","2008/2010","Central Zone, Alberta","Females",469.2,65,54.2,129.2,NA
"2844","2008/2010","Central Zone, Alberta","Males",597,78.5,81.4,NA,154.7
"2845","2008/2010","Champlain Health Integration Network, Ontario","Both sexes",498.3,71.5,64.2,NA,NA
"2846","2008/2010","Champlain Health Integration Network, Ontario","Females",447.1,65.9,51.5,126.7,NA
"2847","2008/2010","Champlain Health Integration Network, Ontario","Males",569.9,79.3,79.8,NA,145.8
"2848","2008/2010","Chatham-Kent Health Unit, Ontario","Both sexes",561,81.7,63.7,NA,NA
"2849","2008/2010","Chatham-Kent Health Unit, Ontario","Females",487.2,67.2,49,132.6,NA
"2850","2008/2010","Chatham-Kent Health Unit, Ontario","Males",667,101.1,82.7,NA,190.9
"2851","2008/2010","City of Hamilton Health Unit, Ontario","Both sexes",541.4,70.8,64.6,NA,NA
"2852","2008/2010","City of Hamilton Health Unit, Ontario","Females",470.2,60.1,52.8,126.8,NA
"2853","2008/2010","City of Hamilton Health Unit, Ontario","Males",638.7,85.5,78.9,NA,174.2
"2854","2008/2010","City of Ottawa Health Unit, Ontario","Both sexes",489.8,64.8,62.5,NA,NA
"2855","2008/2010","City of Ottawa Health Unit, Ontario","Females",445.2,59.4,51.2,131.8,NA
"2856","2008/2010","City of Ottawa Health Unit, Ontario","Males",554.2,72.4,76.7,NA,148.5
"2857","2008/2010","City of Toronto Health Unit, Ontario","Both sexes",490.7,51.6,54.5,NA,NA
"2858","2008/2010","City of Toronto Health Unit, Ontario","Females",454.5,41.4,46.5,126.2,NA
"2859","2008/2010","City of Toronto Health Unit, Ontario","Males",547.7,65.2,64.8,NA,148.3
"2860","2008/2010","Cypress Regional Health Authority, Saskatchewan","Both sexes",510.5,57.1,73.7,NA,NA
"2861","2008/2010","Cypress Regional Health Authority, Saskatchewan","Females",425.3,62.7,68.5,108.9,NA
"2862","2008/2010","Cypress Regional Health Authority, Saskatchewan","Males",612.3,52.8,79.7,NA,192.5
"2863","2008/2010","District of Algoma Health Unit, Ontario","Both sexes",552.1,78.7,68.5,NA,NA
"2864","2008/2010","District of Algoma Health Unit, Ontario","Females",510.4,66.7,51.3,117.8,NA
"2865","2008/2010","District of Algoma Health Unit, Ontario","Males",607.4,94,87.9,NA,127.6
"2866","2008/2010","Durham Regional Health Unit, Ontario","Both sexes",540.7,71.9,63.5,NA,NA
"2867","2008/2010","Durham Regional Health Unit, Ontario","Females",486.1,64.2,51.7,130.1,NA
"2868","2008/2010","Durham Regional Health Unit, Ontario","Males",618.2,82.7,77.7,NA,173.1
"2869","2008/2010","East Kootenay Health Service Delivery Area, British Columbia","Both sexes",463.6,61.7,65.2,NA,NA
"2870","2008/2010","East Kootenay Health Service Delivery Area, British Columbia","Females",418.5,63.2,48.6,113.8,NA
"2871","2008/2010","East Kootenay Health Service Delivery Area, British Columbia","Males",522.3,62.4,82.8,NA,131.9
"2872","2008/2010","Eastern Ontario Health Unit, Ontario","Both sexes",533.5,95.4,65.4,NA,NA
"2873","2008/2010","Eastern Ontario Health Unit, Ontario","Females",455.1,86.7,47.8,120.2,NA
"2874","2008/2010","Eastern Ontario Health Unit, Ontario","Males",634.7,106.6,86.5,NA,157.6
"2875","2008/2010","Eastern Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes",580.6,82.9,94.7,NA,NA
"2876","2008/2010","Eastern Regional Integrated Health Authority, Newfoundland and Labrador","Females",499.5,62,78,120.5,NA
"2877","2008/2010","Eastern Regional Integrated Health Authority, Newfoundland and Labrador","Males",688,111.4,115.6,NA,176.2
"2878","2008/2010","Edmonton Zone, Alberta","Both sexes",518.9,72.6,60.9,NA,NA
"2879","2008/2010","Edmonton Zone, Alberta","Females",456.6,64.9,48,126.7,NA
"2880","2008/2010","Edmonton Zone, Alberta","Males",603.2,83.6,76.3,NA,173.8
"2881","2008/2010","Elgin-St. Thomas Health Unit, Ontario","Both sexes",552,73.3,73.2,NA,NA
"2882","2008/2010","Elgin-St. Thomas Health Unit, Ontario","Females",462.1,64,52.2,119.2,NA
"2883","2008/2010","Elgin-St. Thomas Health Unit, Ontario","Males",662.7,86.7,92.7,NA,213.9
"2884","2008/2010","Erie St. Clair Health Integration Network, Ontario","Both sexes",551.8,74.9,62.6,NA,NA
"2885","2008/2010","Erie St. Clair Health Integration Network, Ontario","Females",477.1,61.6,48.6,131.4,NA
"2886","2008/2010","Erie St. Clair Health Integration Network, Ontario","Males",651.6,92.3,79.3,NA,196.3
"2887","2008/2010","Five Hills Regional Health Authority, Saskatchewan","Both sexes",552.1,76.7,84.4,NA,NA
"2888","2008/2010","Five Hills Regional Health Authority, Saskatchewan","Females",492.5,83.2,63.4,141.4,NA
"2889","2008/2010","Five Hills Regional Health Authority, Saskatchewan","Males",625.7,71.6,107.7,NA,187.4
"2890","2008/2010","Fraser East Health Service Delivery Area, British Columbia","Both sexes",512.9,66.2,58.3,NA,NA
"2891","2008/2010","Fraser East Health Service Delivery Area, British Columbia","Females",452.4,60.5,49.1,122.1,NA
"2892","2008/2010","Fraser East Health Service Delivery Area, British Columbia","Males",587.9,74.1,68.3,NA,162.1
"2893","2008/2010","Fraser North Health Service Delivery Area, British Columbia","Both sexes",482,64.3,60.5,NA,NA
"2894","2008/2010","Fraser North Health Service Delivery Area, British Columbia","Females",439,58.1,50.8,122.9,NA
"2895","2008/2010","Fraser North Health Service Delivery Area, British Columbia","Males",539.5,72.4,72.5,NA,146.2
"2896","2008/2010","Fraser South Health Service Delivery Area, British Columbia","Both sexes",481.8,58.2,59.2,NA,NA
"2897","2008/2010","Fraser South Health Service Delivery Area, British Columbia","Females",433.9,56,49,124.5,NA
"2898","2008/2010","Fraser South Health Service Delivery Area, British Columbia","Males",547.3,61.2,70.9,NA,166.6
"2899","2008/2010","Grey Bruce Health Unit, Ontario","Both sexes",543.9,67,75,NA,NA
"2900","2008/2010","Grey Bruce Health Unit, Ontario","Females",491.2,59.6,63.5,126.7,NA
"2901","2008/2010","Grey Bruce Health Unit, Ontario","Males",608.1,78,87.1,NA,172.6
"2902","2008/2010","Haldimand-Norfolk Health Unit, Ontario","Both sexes",562.6,66.7,67.3,NA,NA
"2903","2008/2010","Haldimand-Norfolk Health Unit, Ontario","Females",483.5,61.6,52.6,116.2,NA
"2904","2008/2010","Haldimand-Norfolk Health Unit, Ontario","Males",666.3,75.5,85.8,NA,199.5
"2905","2008/2010","Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario","Both sexes",548.7,85,64.5,NA,NA
"2906","2008/2010","Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario","Females",509.1,83.1,57.9,124.8,NA
"2907","2008/2010","Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario","Males",604.9,88.6,73.1,NA,146.5
"2908","2008/2010","Halton Regional Health Unit, Ontario","Both sexes",515.2,52.9,55.6,NA,NA
"2909","2008/2010","Halton Regional Health Unit, Ontario","Females",488,50.6,44.3,142.1,NA
"2910","2008/2010","Halton Regional Health Unit, Ontario","Males",559.5,56.8,69.6,NA,154.2
"2911","2008/2010","Hamilton Niagara Haldimand Brant Health Integration Network, Ontario","Both sexes",555.9,71.4,66.3,NA,NA
"2912","2008/2010","Hamilton Niagara Haldimand Brant Health Integration Network, Ontario","Females",491.1,63.7,53.5,130.7,NA
"2913","2008/2010","Hamilton Niagara Haldimand Brant Health Integration Network, Ontario","Males",646.1,82.4,82,NA,184.9
"2914","2008/2010","Hastings and Prince Edward Counties Health Unit, Ontario","Both sexes",505.3,80.8,60.2,NA,NA
"2915","2008/2010","Hastings and Prince Edward Counties Health Unit, Ontario","Females",470.8,78.3,47.7,125.2,NA
"2916","2008/2010","Hastings and Prince Edward Counties Health Unit, Ontario","Males",561.2,86,77,NA,129.1
"2917","2008/2010","Heartland Regional Health Authority, Saskatchewan","Both sexes",516.2,78.7,71.3,NA,NA
"2918","2008/2010","Heartland Regional Health Authority, Saskatchewan","Females",442.6,62.8,49.7,116.2,NA
"2919","2008/2010","Heartland Regional Health Authority, Saskatchewan","Males",607.5,96.8,96.9,NA,146.7
"2920","2008/2010","Huron County Health Unit, Ontario","Both sexes",524.7,68.7,70.4,NA,NA
"2921","2008/2010","Huron County Health Unit, Ontario","Females",491.1,70.7,52.9,118.4,NA
"2922","2008/2010","Huron County Health Unit, Ontario","Males",571.6,67.4,88.3,NA,126.9
"2923","2008/2010","Interlake-Eastern Regional Health Authority, Manitoba","Both sexes",520,73.8,77.7,NA,NA
"2924","2008/2010","Interlake-Eastern Regional Health Authority, Manitoba","Females",469.9,69.2,64,126.9,NA
"2925","2008/2010","Interlake-Eastern Regional Health Authority, Manitoba","Males",583.9,82.5,93.5,NA,143.5
"2926","2008/2010","Kelsey Trail Regional Health Authority, Saskatchewan","Both sexes",524.5,73.5,68.1,NA,NA
"2927","2008/2010","Kelsey Trail Regional Health Authority, Saskatchewan","Females",457.6,63.6,55.1,139.5,NA
"2928","2008/2010","Kelsey Trail Regional Health Authority, Saskatchewan","Males",605.4,87.2,82.8,NA,143.4
